,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
1729,State Key Laboratory of Millimeter Waves,China,0.0111120404877511,0.361888185386416,0.0111132412335522,0.549214404588729,0.0111123283329282,0.0111120904300444,0.0111133495416718,0.0111116704115735,0.0111114217945462,0.0111112677927872,"['Integral Intensity', 'Flux Components', 'Surface Integrity', 'Dielectric Sheet', 'Coordinates Of Points', 'Integral equations', 'Target Geometry', 'Control Points', 'thin dielectric sheet (TDS)', 'Integral equation method', 'Target Shape', 'Integral Equation Method', 'Thin Layer', 'Thin Structures', 'Electromagnetic scattering', 'Non-uniform Rational B-splines Surface', 'Computational modeling', 'Accurate Method', 'Thin Sheet', 'Efficiency Of Method', 'Integral Equation', 'non-uniform rational B-spline (NURBS) surface', 'Surface Model', 'Thin Dielectrics', 'Target Features', 'Mathematical models', 'Surface reconstruction', 'Dielectrics', 'Surface topography']",covid 19 analysis optical acid,4,Disease Analysis
1730,State Key Laboratory of Mobile Network and Mobile Multimedia Technology,China,0.4131733624716,0.5781297885135532,0.0010870124022852,0.0010873739424322,0.0010870306896445,0.0010870517292787,0.0010870338087332,0.0010870862663278,0.0010872270857855,0.0010870330903593,"['Finite Element Analysis', 'Manufacturing Process', 'Pack Size', 'Influence Of Thickness', 'Influence Of Ratio', 'High Temperature', 'Temperature distribution', 'acoustic microscope', 'Simulation Results', 'Maximum Stress', 'Thermal analysis', 'ultrasonic cutting technology', 'Finite Element', 'Increase In Thickness', 'Integrated circuits', 'Acoustic Imaging', 'Temperature Rise', 'Tensile stress', 'Larger Package', 'delamination', 'Board Level', 'Thermal Expansion', 'Thermal Conductivity', 'Curing Temperature', 'Flip-chip Ball Grid Array', 'Tensile Stress', 'Stress Distribution', 'Coverage Ratio', 'Heat Dissipation', 'thermal interface material', 'Printed Circuit Board', 'Central Stress', 'Thermal Interface Materials', 'Temperature Drop', 'Edge Area', 'Scanning Electron Microscopy', 'Acoustics', 'Failure Analysis', 'finite element analysis', 'Microscopy', 'Materials reliability']",cells frequency antenna communication array,7,Telecommunication Engineering
1731,State Key Laboratory of Nuclear Physics and Technology,France,0.0076924378792459,0.0076927117833119,0.0076931573027501,0.007692464449236,0.0076925362073913,0.0076923077285622,0.0076923314153084,0.1408991241687041,0.7975595001758946,0.0076934288895951,['Not Available'],energy power voltage analysis electric,8,Energy and Power Systems
1733,State University of Malang,Indonesia,0.6688107746112214,0.0016667803252732,0.0016668964662864,0.0016669504309562,0.2203595050935765,0.0016668739521709,0.0016670709280567,0.0991610564861594,0.0016669185628444,0.0016671731434545,"['Revision Process', 'Instrument Items', 'Mobile Learning', 'Processing Field', 'Previous Stage', 'Data analysis', 'Informatics', 'Learning Sites', 'Learning Process', 'Learning management systems', 'Observation Results', 'Vocational School', 'accessibility', 'learning management system', 'Mobile learning', 'Media', 'Merdeka curriculum', 'Learning Management System', 'Increase In Availability', 'Discussion forums', 'Local Network', 'Vocational High School', 'Student Access', 'Learning Materials', 'Internet Access']",learning network data model neural,3,Artificial Intelligence
1734,Statens Naturhistoriske Museum,Thailand,0.0111115852025206,0.0111120340121683,0.0111131039152254,0.0111111464206528,0.0111130340934308,0.0111120358919446,0.8999883741955879,0.0111132250407118,0.0111117500683559,0.0111137111594017,"['Malaxideae', 'SE Asian biodiversity', 'systematic', 'taxonomy']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1735,Stefan Meyer Institute for Subatomic Physics,France,0.0083354519375646,0.0955531457663604,0.8377630138165391,0.0083334129870288,0.0083338794645716,0.0083355803506273,0.0083339091802869,0.0083366015022906,0.0083366311828989,0.0083383738118315,['Not Available'],cancer health stress cell thailand,0,Medical Science
1738,Step Up Consulting,Philippines,0.0111113109029583,0.0111121880599023,0.0111126133445407,0.0111119056162962,0.1590993432969664,0.636146410863624,0.1269683129452327,0.011113652225135,0.0111123297973237,0.01111193294802,"['3D Printing', 'User Requirements', 'Resource Constraints', 'Diffusion Of Innovation', 'Innovation Process', 'Restaurants', 'Practical Insights', 'Need For Innovation', 'Government', 'Environmental Sustainability', 'Information And Communication Technologies', 'Indian Women', 'Ability Of Factors', 'Raw Materials', 'Open Dataset', 'Empirical Research', 'Innovation Development', 'Frugal Innovation', 'Institutional Voids', 'Technological innovation', 'Bottom Of The Pyramid', 'Research Objectives', 'Small Businesses', 'Small And Medium-sized Enterprises', 'Innovation Projects', 'Socioeconomics', 'Stakeholders', 'Open Data', 'Ecosystems', 'Big Data', 'Information Technology', 'Regulation', 'Clean Data']",control species activity antioxidant thailand,6,Environmental Science
1739,Sterrewacht Leiden,France,0.0111111885776907,0.0111124216024287,0.011111562164133,0.0111111531035478,0.0111115854328966,0.0111112940462907,0.0111111739768813,0.4349111781712614,0.0111113333489058,0.4761971095759637,"['Galaxies: Active', 'Galaxies: Evolution', 'Galaxies: High-redshift', 'Galaxies: Photometry', 'Galaxies: Star formation', 'Submillimeter: Galaxies']",thailand social business based technology,1,Social and Business Studies
1741,Stillwater,China,0.0071428572286719,0.0071431341658052,0.0071434888086277,0.0071447278016767,0.0071444854851202,0.3905435402991277,0.0071448444699078,0.4034326936234292,0.0071432531242718,0.1560169749933614,"['separability', 'Finite difference methods', 'Optimization', 'large-scale global optimization', 'differential grouping', 'Vectors', 'Artificial intelligence', 'computational resource consumption', 'Computational efficiency', 'Computational complexity', 'Cooperative co-evolution (CC)', 'Search problems']",carbon oil acid properties kidney,9,Chemical Science
1742,Sudan University of Science and Technology,Sudan,0.2882867895130713,0.0111156926344206,0.3006738941099048,0.0111111615327038,0.1310763835037638,0.0111112045537285,0.2132860997051624,0.011111641895406,0.0111120029563199,0.0111151295955185,['Not Available'],cancer health stress cell thailand,0,Medical Science
1743,Suez University,France,0.0062529488256467,0.0062503136189184,0.1882250138793788,0.6687772636113983,0.0062508362845808,0.0062502061220074,0.0062505751182416,0.0062508910103345,0.0062518338456937,0.0992401176837993,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Jets']",covid 19 analysis optical acid,4,Disease Analysis
1744,Sugiyama Jogakuen University,Thailand,0.0111166297965943,0.0111136513852871,0.0111148875577027,0.1516663830492972,0.0111126829188664,0.5486762423795384,0.011115077689298,0.0111127343050703,0.2218569367555219,0.0111147741628234,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
1745,Suita,Japan,0.6096851286460542,0.0031251759122602,0.0031250821745234,0.0031258121188427,0.1517066572867706,0.003125016324669,0.0031257904418446,0.0031250430719767,0.1574507614529368,0.0624055325701213,"['Machine learning', 'Finite Element Method', 'Multiple Regression Analysis', 'Approximation Theorem', 'Knowledge engineering', 'Final Layer', 'Training Data', 'Black Dots', 'Input Values', 'Optimal Learning', 'Stopping Condition', 'Training data', 'Conditional Value', 'Number Of Training Data', 'Training', 'Activation Function', 'Early Stopping', 'Hyperparameters', 'Data models', 'Hybrid Neural Network', 'Machine Learning', 'Nonlinear Estimation', 'Proper Learning', 'Final Output Layer', 'Nodes In Layer', 'Linear Activation Function', 'Neural Network', 'Intermediate Layer', 'Neural networks', 'Nonlinear Part', 'Neural Network Approximation', 'System integration', 'Accurate Estimation', 'Neural Network Structure', 'Deductive']",learning network data model neural,3,Artificial Intelligence
1746,Sulaymaniyah,Ukraine,0.8999950723333907,0.0111120546041731,0.0111111167621157,0.0111112426244948,0.0111111590353591,0.0111111954267582,0.0111145383244618,0.0111111335399683,0.0111112882156011,0.0111111991336769,"['Orthogonal Frequency Division Multiplexing', 'Multiple-input Multiple-output Systems', 'Spectral Efficiency', 'Non-orthogonal Multiple Access', 'Target Rate', 'Decoding', 'Orthogonal Multiple Access', 'Access Strategies', 'Capacity Of System', 'Wireless', 'Wireless communication', 'Fading channels', 'Wireless Networks', 'Probability', 'Wireless Systems', 'Power Amplifier', 'Power demand', 'Non-orthogonal Multiple Access System', 'Spectral efficiency', 'Outage Probability', 'Multiple-input Multiple-output', 'Energy Efficiency', 'Wireless Communication Systems', 'Communication Network', 'Power Consumption', 'System Performance', 'Practitioners In The Field', 'Multiple Access System', 'Successive Interference Cancellation', 'Spectrum Efficiency', 'Base Station', 'Time Slot', 'Multiple Access', 'OFDM', 'Valuable Resource For Research', 'NOMA', 'Performance Metrics']",learning network data model neural,3,Artificial Intelligence
1750,Sungkyunkwan University,Belgium,0.6364790160820482,0.0100009906120047,0.0100001397172325,0.0100013072623886,0.0100031753355739,0.2835121122257347,0.0100007611757485,0.0100015406774008,0.0100004643441918,0.010000492567676,"['Conduct', 'Education', 'Ethics', 'Medical physics', 'Research']",learning network data model neural,3,Artificial Intelligence
1751,Sunway University,Malaysia,0.8340323421653438,0.1565543421101068,0.0011770080859962,0.0011765612537227,0.0011766082249474,0.001176795141049,0.0011766148337702,0.0011765698625066,0.0011766440681203,0.0011765142544364,"['3D Point Cloud', 'Objective Scanner', '3D Point', 'Digitalization', 'Construction Industry', 'Object Recognition', 'Localizer Scan', 'Industrial Engineering', 'Coordination Sphere', '3D point clouds', 'Buildings', 'Scanning Strategy', 'Laser modes', 'TLS', 'Unmanned Aerial Vehicles', 'Hidden Object', 'Scanning Device', 'Acoustic', 'Laser Scanning', 'Point cloud compression', 'Scan Position', 'Data models', 'Scanning Technology', 'Solid modeling', 'Three-dimensional displays', 'Point Cloud', 'Number Of Objects', 'Operation Of Facilities', 'Terrestrial Laser Scanning', 'Automatic Registration', 'Common Coordinate System', 'As-built Facilities', 'Management System', 'BIM', 'Impact Of Digitalization', 'Operation And Maintenance', 'AEC', 'Facility Managers', 'Welding', 'Registration Process', 'Concrete Walls', 'Building Information Modelling']",learning network data model neural,3,Artificial Intelligence
1752,Suranaree University of Technology,Thailand,0.0083365806221972,0.3680099535864851,0.0083340629788568,0.0083387283999345,0.0083376800489017,0.0083339713819848,0.56529906675913,0.0083414596054628,0.0083343948404355,0.0083341017766111,"['Booting stage', 'Light saturation point', 'Nucleolin', 'Photosynthesis', 'RNA binding protein', 'Salt stress', 'Transcriptome']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1753,Surathkal,India,0.0083334580250046,0.0083338556317942,0.0083347374768516,0.0083354042267263,0.0083354699573085,0.7509112401427689,0.0942314620844733,0.0083333710670782,0.0965145203156675,0.0083364810723266,"['Hidden Markov models', 'COVID-19', 'Highest Infection Rate', 'Feature Matrix', 'Time Series Models', 'Hidden State', 'Manufacturing', 'Autoregressive Integrated Moving Average', 'Training Set', 'Hidden Markov Models (HMMs)', 'Time Series Analysis', 'Patterns In Data', 'Data Preprocessing', 'Viterbi', 'Decision making', 'Forward Algorithm', 'Data Frame', 'Train-test Split', 'Infection Rate', 'Number Of Deaths', 'Pandemic', 'Forecast Accuracy', 'Time Series Data', 'Hidden Markov Model', 'COVID-19 Transmission', 'Technological innovation', 'Time Series', 'Market research', 'Disease Transmission', 'Mortality Rate', 'Maximum Mortality', 'Death Rate', 'Correlation Analysis', 'Time Series Prediction', 'Linear Dependence', 'Non-linear Patterns', 'Pandemics', 'Number Of Data Points', 'State Data', 'COVID-19 Data', 'Spread Of Infectious Diseases', 'United States Of America']",control species activity antioxidant thailand,6,Environmental Science
1754,Surveillance,Sweden,0.8324117758446755,0.0013159223537562,0.0013160286329129,0.0013158804649089,0.0013158795908862,0.0013159048791214,0.0013158435039163,0.0013159372608627,0.1570609262783904,0.0013159011905691,"['Satellites', 'Internet Of Things Applications', 'Potential Of Modulation', 'Peak-to-average Power Ratio', 'Low Earth Orbit', 'Transmission Link', '6G mobile communication', 'Multiple-input Multiple-output Systems', 'Reconfigurable Intelligent Surface', 'Doppler Shift', 'Modulation Waveform', 'Non-orthogonal Multiple Access', 'Modulation', 'Reflection', 'Mobile Network', 'Robust Link', 'Time-varying Channel', 'Ad Hoc Networks', 'Non-terrestrial Networks', '5G mobile communication', 'Airborne Platforms', 'Bit Error Rate Performance', 'High Communication', 'Unmanned Aerial Vehicles', 'Time Frequency', '5G Networks', 'Internet Of Things', 'Terrestrial Networks', 'Doppler effect', 'Massive Machine-type Communications', 'Delays', 'Orthogonal Time Frequency Space', 'Satellite System', 'Orthogonal Frequency Division Multiplexing', 'Future Generations', 'Low Energy Consumption', 'Bit Error Rate']",learning network data model neural,3,Artificial Intelligence
1755,Suzhou,China,0.3945291618640469,0.0058825329785125,0.00588313129703,0.0058841401256365,0.5584008656887356,0.0058845812193553,0.0058831099184737,0.005883415591985,0.0058848282323449,0.0058842330838794,"['Focusing', 'Linear Projection', 'Training Data', 'Training Phase', 'Inference Phase', 'Multilayer Perceptron', 'Linear Layer', 'Chest X-ray Images', 'Self-supervised Learning', 'Attention Map', 'Alignment Strategy', 'Text Encoder', 'Representational Similarity', 'Local Features', 'Long-tailed Distribution', 'Medical Reports', 'Training', 'Image Encoder', 'Radiology', 'Textual Features', 'Attention Mechanism', 'Number Of Images', 'Medical Imaging', 'Image Area', 'Manuals', 'Matthews Correlation Coefficient', 'Rare Disease', 'Similarity Matrix', 'Global Features', 'Semantics', 'Board-certified Radiologist', 'Semantic', 'Pattern recognition', 'Image Features', 'Medical Classification', 'Zero-shot Classification', 'Zero-shot learning']",hiv thailand bone cells poly,5,Biomedical Research
1757,Suzhou University of Science and Technology,China,0.0659927060410137,0.0015628527423698,0.0015625782396482,0.0015625932138353,0.0015625598047062,0.0015626668734192,0.001562658764603,0.0015629841825309,0.9215057541722628,0.0015626459656104,"['Star Image', 'Image sensors', 'Operation Time', 'Convolutional Layers', 'ResNet-50', 'Estimation', 'Ability Of The Sensor', 'Strong Noise', 'Space vehicles', 'Faster-RCNN', 'star sensor', 'Stars', 'Image Plane', 'Gaussian noise', 'Training', 'star image extraction', 'Gaussian Noise', 'Interference', 'Star Sensor', 'Loss Function', 'Regression Network', 'Defocus']",energy power voltage analysis electric,8,Energy and Power Systems
1758,Sveriges lantbruksuniversitet,Thailand,0.0066667830520349,0.4405965210599015,0.5060669756460381,0.0066671701961377,0.0066670551649038,0.0066670989874227,0.0066673373587552,0.0066672584315942,0.0066668084537475,0.006666991649464,"['Canopy transpiration', 'Evapotranspiration', 'Growing season', 'Pinus', 'Precipitation', 'Water balance']",cancer health stress cell thailand,0,Medical Science
1759,Swansea University,China,0.5310984681643234,0.0023264633992659,0.4502917242224417,0.0023258024961584,0.0023259483277251,0.0023261249372357,0.0023273920199133,0.0023258020817021,0.0023264356486794,0.0023258387025547,"['Service robots', 'New Variables', 'Ability Of The Algorithm', 'Root Mean Square Error', 'Unscented Kalman Filter', 'Machining', 'Position Error', 'Calibration Process', 'Multilayer Perceptron Neural Network', 'Variable Step-size Levenberg-Marquardt', 'Kalman Filter', 'Coordinate System', 'Transformation Matrix', 'Kalman Filter Algorithm', 'Experimental Verification', 'Noise Issues', 'Levenberg-Marquardt Algorithm', 'Artificial Neural Network', 'Industrial Robots', 'Robot Calibration', 'Variable Step Size', 'Comparative Experiments', 'Robot sensing systems', 'Calibration', 'Objective Function', 'Calibration Method', 'Differences In Parameters', 'Evaluation Rules', 'Neural networks', 'End-effector Position', 'Kinematic Parameters', 'Extended Kalman Filter', 'Measurement Points', 'Nominal Length', 'Computational Efficiency', 'Production', 'Welding', 'Local Optimum', 'Absolute Positioning Accuracy']",learning network data model neural,3,Artificial Intelligence
1760,Swiss Agency for Development and Cooperation,Belgium,0.0100000005799076,0.0100011679792967,0.2140952560987589,0.0100000001576969,0.0100000008016756,0.0100000001671043,0.0100000001641627,0.7058948431380954,0.010000090423411,0.0100086404898904,"['Cambodia', 'catastrophic health expenditure', 'health economics', 'health financing', 'inequality', 'out-of-pocket health expenditure', 'poverty', 'survey']",carbon oil acid properties kidney,9,Chemical Science
1761,Sydney,Australia,0.9842090716601716,0.0017544809720001,0.0017544627480124,0.0017545212695589,0.0017544053910205,0.0017544640196291,0.0017544606342952,0.001754440759514,0.0017545895353897,0.0017551030104079,"['Uplink', 'Range Of Estimates', 'Beamforming Vector', 'Quadrature Amplitude Modulation', 'Scatterers', 'Bit Error Rate', '6G mobile communication', 'Signal Processing', 'Joint communication and sensing', '6G Networks', 'Doppler Frequency Shift', 'Doppler Frequency', '6G system', 'Antenna Array', 'Steering Vector', 'Communication Channels', 'Symbols', 'Array Size', 'Reliable Communication', 'Sensors', 'concurrent downlink and uplink', 'Interference cancellation', 'Intelligent Manufacturing', 'Uplink Channel', 'Channel Response', 'Uplink Communication', 'Carrier Frequency', 'Path Loss', 'Mobile Network', 'Successive Interference Cancellation', 'Base Station', 'Fast Fourier Transform', 'Communication Signals', 'Loss Of Generality', 'Circularly Symmetric Complex Gaussian', 'OFDM', 'Downlink', 'Echo Signal', 'Locations Of Base Stations', 'Increase In Variability']",learning network data model neural,3,Artificial Intelligence
1762,Symbiosis Institute of Digital and Telecom Management,India,0.1826590153871788,0.0111149587809914,0.0111121330768477,0.0111163946986991,0.0111134442971676,0.0111124669063776,0.0111116539618517,0.0111114277508968,0.0111134275263475,0.7284350776136416,"['Industries', 'Fault tolerant systems', 'Requirement prioritization', 'Analytic Hierarchy', 'Types Of Requirements', '4 step method', 'Software Product', 'Organizations', 'Crucial Step', 'Search methods', 'Software Development', 'Evaluation Of Function', 'User Demand', 'Majority Voting', 'Agile Development', 'User Requirements', 'Fault-tolerant', 'Analytic Hierarchy Process', 'Prioritization Process', 'Binary Search', 'Fault tolerance', 'List Of Requirements', 'Ratio Scale', 'Majority Voting Goal Based', 'Sustainable development', 'Multi-voting and Binary Search method', 'Speed Values', 'Binary Method', 'Stakeholders']",thailand social business based technology,1,Social and Business Studies
1764,Synchrotron Light Research Institute,Thailand,0.012500061164124,0.2194543333244031,0.0125013284255051,0.0125002722335446,0.0125013098187199,0.0125008328859446,0.0125000588939144,0.6805404236328586,0.0125002710147804,0.0125011086062048,"['Bismuth', 'Forging', 'Lapping plate', 'Permanent mold casting', 'Recrystallization', 'Tin']",carbon oil acid properties kidney,9,Chemical Science
1766,Synergy Veterinary Imaging Partners,United Kingdom,0.1653580094529756,0.0071437566903166,0.6581609741716844,0.0071438230351062,0.0071438466791692,0.1264738463261532,0.0071439733412168,0.0071458209981363,0.0071428609005865,0.0071430884046549,"['arterioportal fistula', 'arterioportal malformation', 'congenital vascular anomaly']",cancer health stress cell thailand,0,Medical Science
1768,SystemOnSilicon Corporation,India,0.003846750741218,0.0038465496493989,0.0038462856548637,0.0038478936349999,0.0038462579083837,0.0038470235399542,0.0038463579814625,0.05001597382739,0.9192102423828296,0.0038466646794992,"['Obesity', 'Blood Sugar', 'Dimensionality Reduction', 'PCOS', 'Medical tests', 'Random Forest Classifier', 'models', 'accuracy', 'Classification algorithms', 'Random Forest', 'Support vector machine classification', 'Min-max Scaling', 'K-nearest Neighbor', 'Learning Algorithms', 'Machine Learning Models', 'algorithms', 'Diastolic Blood Pressure', 'XGBoost', 'Systolic Blood Pressure', 'F1 Score', 'Ensemble Learning', 'Dimensionality Reduction Analysis', 'XGBoost Classifier', 'Principal Component Analysis', 'Object recognition', 'Androgen', 'Linear Discriminant Analysis', 'Convolutional Neural Network', 'Accuracy Of Model', 'Support Vector Machine', 'Static VAr compensators', 'Machine learning algorithms', 'Machine Learning']",energy power voltage analysis electric,8,Energy and Power Systems
1771,TCS Research,India,0.7330637432828494,0.0071428765928131,0.0071430149909504,0.007142877392349,0.0071429461888542,0.0071428572482116,0.2097918034979374,0.0071440686895551,0.007142916547211,0.0071428955692684,"['Industries', 'F1 Score', 'feature models', 'Codes', 'Production Engineering', 'Machine Learning Solutions', 'Train-test Split', 'Learning Algorithms', 'Machine Learning Models', 'Variety Of Products', 'Software Product', 'Product Characteristics', 'Training Methods', 'Data Pre-processing', 'Prediction Methods', 'Real-world Case Study', 'System Software', 'machine learning', 'Integration Of Machine Learning', 'Machine Learning Techniques', 'Code Generation', 'Microservices', 'Machine learning', 'Product Configuration', 'ML integration', 'ML for product lines', 'Production Line', 'Data Pipeline', 'Machine Learning', 'Model Tuning', 'Software Product Lines', 'ML code generation', 'Python Code', 'Software architecture', 'MDD', 'Decision making', 'Model Specification', 'software engineering for ML', 'Performance Metrics', 'Production Team', 'Software', 'Use Of Models', 'Data analysis', 'Hyperparameters']",learning network data model neural,3,Artificial Intelligence
1772,TELUQ university,Canada,0.828860469227974,0.0012990911082562,0.0646467107800416,0.0728412413138769,0.0012988587321084,0.0012988351756396,0.0012993022018017,0.0012989221726541,0.0012989542496502,0.0258576150379971,"['Monitoring', 'Hyperparameter Tuning', 'Traditional Machine Learning Methods', 'Raw Data', 'Convolutional Layers', 'Time Domain', 'Deep Learning', 'Acceleration Data', 'Accelerometers', 'Sniffles', 'Cough detection', 'Early Detection Of Infection', 'supervised classification', 'Accelerometer Measurements', 'Hyperparameters', 'Data Preparation', 'Patterns In Data', 'Synthetic Minority Oversampling Technique', 'Laughter', 'Lower Respiratory Tract Infections', 'connected textile sensors', 'Machine Learning Models', 'acceleration signals', 'Textiles', 'Acceleration Signal', 'Regularization Term', 'Leaf Node', 'Machine Learning-based Methods', 'Gradient Boosting', 'Mel-frequency Cepstral Coefficients', 'Convolutional Neural Network', 'Convolutional Neural Network Architecture', 'Deep learning', 'XGBoost Model', 'Support Vector Machine', 'Machine Learning', 'Neural Network', 'Physiological Sensors']",learning network data model neural,3,Artificial Intelligence
1773,TOBB University of Economics and Technology,Sweden,0.005889628454418,0.005883039665086,0.0058825933421513,0.0058823762167145,0.9470466774209304,0.005883304200196,0.0058833019292158,0.0058825429418459,0.0058838104801041,0.0058827253493377,"['Additive Noise', 'Orthogonal Frequency Division Multiplexing', 'Bit Error Rate Performance', 'Multiple-input Multiple-output Systems', 'Quantization (signal)', 'Uniform Linear Array', 'waveform design', 'Quantum', 'Integrated Sensing And Communication', 'Efficient Algorithm', 'Constant Modulus', 'Beampattern', 'Wireless communication', 'Communication Systems', 'Prevention and mitigation', 'Heuristic Design', 'Quantization Noise', 'Internet Of Things', 'Analog-to-digital Converter', 'Optimization Framework', 'Communication Tasks', 'Symbols', 'ISAC', 'Quantization Effects', 'System analysis and design', 'low-resolution quantization', 'Multiple-input Multiple-output', 'Integrated sensing and communication', 'User Channel', 'Performance Of Communication Systems', 'System Performance', 'Quantized precoding', 'Waveform Design', 'Scaling Factor', 'Path Loss', 'Optimization Problem', '1-bit DAC', 'OFDM', 'Echo Signal', 'Radar Cross Section', 'Ergogenic']",hiv thailand bone cells poly,5,Biomedical Research
1775,TU Wien,Austria,0.2356635361946261,0.5407215592689132,0.0017858746382858,0.0017862016343335,0.0017860483390614,0.0360966108024524,0.0017861148419135,0.1768017707840711,0.0017861927154601,0.0017860907808824,"['Current measurement', 'Lateral Dimensions', 'Root Mean Square Error', 'Single Fault', 'Emission Time', 'Value Of Device', 'Average Shift', 'Threshold voltage', 'Exponential Distribution', 'Bimodal', 'Probability Distribution Function', 'Step Height', 'exponential step height distribution', 'Time measurement', 'Logic gates', 'Charge Trapping', 'Subthreshold Swing', 'single defects', 'Large-area Devices', 'Performance evaluation', 'Complementary Cumulative Distribution Function', 'Gate Area', 'complementary cumulative distribution function (CCDF)', 'Discrete Steps', 'Drain Current', 'Percolation Paths', 'Nanoscale Devices', 'MOSFETs', 'Unimodal Distribution', 'Measurement Window', 'variability', 'Inversion Layer', 'Charge Transition', 'Carrier Mobility', 'positive and negative bias temperature instability (PBTI, NBTI)', 'Stress', 'Circuit Performance', 'MOS devices', 'Exponential Function', 'Measurement Noise', 'Threshold Voltage', 'charge trapping', 'Recovery Time', 'Device Dimensions']",cells frequency antenna communication array,7,Telecommunication Engineering
1776,Taipei,"Taiwan, Province Of China",0.760865455137815,0.0010101915608816,0.0010103168464479,0.0010103937774326,0.0010103887028469,0.0010102246702336,0.2310523995656563,0.0010102580654081,0.001010159276875,0.0010102123964025,"['Deep Learning', 'Efficient Control', 'Production control', 'Health Status', 'Wide Range Of Parameters', 'Markov Decision Process', 'Types Of Products', 'Semiconductor device modeling', 'Large Datasets', 'Cycle Time', 'Optimal Control', 'Efficient Production Control', 'Process control', 'Experimental System', 'Dispatching', 'Semiconductor Industry', 'Parameter Settings', 'Machine System', 'Training', 'Deep Neural Network Model', 'Optimal Control Policy', 'Queue Length', 'Manufacturing Control', 'Efficient Production', 'Semiconductor device manufacture', 'Processing Time', 'Optimal Decision', 'Optimal Policy', 'Computation Time', 'Numerical Experiments', 'Deep Neural Network', 'Learning Agent', 'Deep learning', 'Training Dataset', 'Optimal Action', 'Small Number Of Types', 'Markov Decision Process Model']",learning network data model neural,3,Artificial Intelligence
1779,Taiyuan,China,0.0111111111220163,0.0111119532083128,0.0111131286221798,0.6385906679186394,0.2725142716638051,0.0111118611725662,0.0111111112706034,0.0111121739590082,0.0111113893226881,0.0111123317401804,"['Decoding Algorithm', 'Standard Deviation Of Time', 'Binary Code', 'Contemporary Population', 'Optimization models', 'Random Search', 'Optimal Model', 'Decoding', 'Ant Colony Optimization', 'Total Completion Time', 'Time Task', 'Asexual Reproduction', 'Virtual Machines', 'Encoding', 'Scheduling Mechanism', 'Combination Of Codes', 'Advanced Algorithms', 'Task analysis', 'Cloud computing', 'Running Time', 'Scheduling', 'Genetic Operators', 'Task scheduling', 'Algebra', 'Crossover Operator', 'Sociology', 'Task Scheduling', 'Higher Fitness Value', 'Genetic Algorithm', 'Local Optimum', 'Ant Colony', 'Data Center', 'Task Completion', 'Cloud Computing', 'Improve Resource Utilization', 'Pheromone', 'Obvious Advantages', 'Load Balancing', 'Scheduling Scheme']",covid 19 analysis optical acid,4,Disease Analysis
1780,Takeda Oncology,Belgium,0.0125001584337248,0.0125011803862074,0.0125006008868515,0.0125000002096925,0.0125017501619391,0.5125195175790055,0.0125001451886703,0.0125005290629949,0.3874761178895313,0.0125000002013823,"['Bortezomib', 'Frontline', 'Mantle cell lymphoma', 'Phase 3']",control species activity antioxidant thailand,6,Environmental Science
1781,Taksin Hospital,Thailand,0.0100020168876031,0.0100026194170626,0.0100002258286913,0.0100005613086185,0.0100045526522285,0.0100009545740471,0.5962512652685957,0.0100037596544461,0.010001636256996,0.323732408151711,"['Clinical practice guideline for sepsis', 'Septic shock', 'Severe sepsis']",vaccine learning drug thai molecular,2,Pharmaceutical Science
1782,Tallinn,France,0.0041667333612173,0.0041674146975389,0.0041671179764566,0.0041668419751853,0.0041670537748807,0.0041669179529618,0.0041667421281927,0.962497066339829,0.0041674215268357,0.0041666902669015,"['Beyond Standard Model', 'Hadron-Hadron scattering (experiments)', 'Particle and resonance production']",carbon oil acid properties kidney,9,Chemical Science
1783,Tallinn University of Technology,Estonia,0.9890231662550438,0.001219592640911,0.0012197627671198,0.0012195712250092,0.0012198454371338,0.0012195450712846,0.001219677071899,0.0012196795996532,0.0012195932394955,0.0012195666924496,"['Clustering Results', 'Neural Network Classifier', 'clustering', 'Service Quality', 'Logical Networks', 'Slice Size', 'Packet Size', 'Machine learning', 'Multi-access edge computing', 'Clustering Algorithm', 'Gaussian Mixture Model', 'Bandwidth Utilization', 'Agglomerative Clustering', 'Quality of service', 'Network slicing', 'K-nearest Neighbor', 'subslicing', 'Network Slicing', 'Quality Of Service Requirements', 'Neurons In Layer', 'Neural networks', 'Subcarrier Spacing', 'Resource Block', 'Hidden Layer', 'User Equipment', 'neural network', 'Small Group', 'Cross-entropy Loss', 'performance', 'Key Performance Indicators', 'Support Vector Machine', 'Davies-Bouldin Index', 'Neural Network', 'Training data', 'Bandwidth']",learning network data model neural,3,Artificial Intelligence
